<<<<<<< HEAD
100	0.0042619
500	0.0323289
900	0.0719321
1300	0.117336
1700	0.143798
2100	0.195688
2500	0.236496
2900	0.275072
3300	0.322594
3700	0.365269
4100	0.505869
4500	0.459114
4900	0.502772
5300	0.561686
5700	0.603789
6100	0.671251
6500	0.714274
6900	0.766905
7300	0.809609
7700	0.879634
8100	0.91357
8500	0.983089
8900	1.0169
9300	1.08415
9700	1.14009
=======
1000	0.0986477
5000	0.661999
9000	1.29521
13000	1.98007
17000	2.73252
21000	3.66911
25000	4.35838
29000	5.07676
33000	6.33777
37000	6.9169
41000	9.06156
45000	8.59923
49000	9.55262
53000	10.2408
57000	10.9976
61000	11.8075
65000	13.0187
69000	13.8296
73000	14.6649
77000	15.5836
81000	16.6875
85000	18.495
89000	18.8109
93000	19.3448
97000	20.6357
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
