<<<<<<< HEAD
100	0.00027556
500	0.00119564
900	0.00209942
1300	0.00298092
1700	0.00389218
2100	0.00480716
2500	0.00570956
2900	0.00678528
3300	0.00775892
3700	0.00864484
4100	0.00956754
4500	0.0106843
4900	0.0113078
5300	0.0122733
5700	0.013154
6100	0.0141146
6500	0.0150668
6900	0.0159232
7300	0.0204181
7700	0.0180464
8100	0.0186208
8500	0.0194773
8900	0.020446
9300	0.021293
9700	0.0222257
=======
1000	0.00671242
5000	0.02306
9000	0.0309294
13000	0.0494651
17000	0.055051
21000	0.068779
25000	0.082483
29000	0.0934558
33000	0.112061
37000	0.118824
41000	0.1375
45000	0.152384
49000	0.156737
53000	0.186011
57000	0.187825
61000	0.20454
65000	0.211577
69000	0.237377
73000	0.238967
77000	0.254954
81000	0.263259
85000	0.286606
89000	0.289131
93000	0.312975
97000	0.318973
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
