<<<<<<< HEAD
100	0.0080468
500	0.0540071
900	0.103933
1300	0.159847
1700	0.215643
2100	0.268044
2500	0.333024
2900	0.387603
3300	0.456017
3700	0.507294
4100	0.567571
4500	0.637875
4900	0.69075
5300	0.765051
5700	0.838263
6100	0.884136
6500	0.981586
6900	1.03334
7300	1.0973
7700	1.18896
8100	1.20814
8500	1.28107
8900	1.35169
9300	1.42332
9700	1.50178
=======
1000	0.166219
5000	1.00843
9000	1.95167
13000	2.85129
17000	4.0538
21000	5.14637
25000	5.88746
29000	6.74888
33000	7.96588
37000	9.08193
41000	9.85173
45000	10.9379
49000	11.9111
53000	12.6624
57000	14.0399
61000	14.9815
65000	16.4695
69000	17.2328
73000	18.1485
77000	19.7893
81000	21.0083
85000	21.9563
89000	22.6805
93000	24.1387
97000	25.5734
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
