<<<<<<< HEAD
100	0.00942122
500	0.0544315
900	0.10355
1300	0.159582
1700	0.21515
2100	0.27191
2500	0.325251
2900	0.387211
3300	0.455513
3700	0.508017
4100	0.573638
4500	0.640342
4900	0.709094
5300	0.759704
5700	0.816233
6100	0.87809
6500	0.964123
6900	1.01475
7300	1.08108
7700	1.15074
8100	1.24584
8500	1.30087
8900	1.3475
9300	1.42679
9700	1.45584
=======
1000	0.166352
5000	0.983512
9000	1.86464
13000	2.77572
17000	3.66664
21000	4.64763
25000	5.72405
29000	6.55986
33000	7.70878
37000	8.64333
41000	9.65892
45000	10.8105
49000	11.7853
53000	12.8344
57000	13.8145
61000	15.3205
65000	16.3601
69000	17.2533
73000	18.4905
77000	19.2062
81000	20.5866
85000	21.5418
89000	22.616
93000	23.626
97000	24.1867
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
