<<<<<<< HEAD
100	0.008223
500	0.0541336
900	0.104958
1300	0.162114
1700	0.219525
2100	0.273419
2500	0.331431
2900	0.382053
3300	0.454876
3700	0.509611
4100	0.58096
4500	0.643282
4900	0.700204
5300	0.778241
5700	0.824837
6100	0.880777
6500	0.952175
6900	1.01678
7300	1.0686
7700	1.13484
8100	1.21055
8500	1.28137
8900	1.35908
9300	1.43037
9700	1.46745
=======
1000	0.166018
5000	1.01232
9000	1.90219
13000	2.80342
17000	3.76657
21000	4.73526
25000	5.75978
29000	6.72246
33000	7.86273
37000	8.92689
41000	10.1561
45000	10.8966
49000	12.4237
53000	13.138
57000	14.7791
61000	15.2053
65000	16.6183
69000	17.9287
73000	18.8769
77000	20.5285
81000	21.3647
85000	22.1289
89000	22.8302
93000	24.1423
97000	25.4562
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
