<<<<<<< HEAD
100	0.00028074
500	0.0011722
900	0.00211438
1300	0.00299276
1700	0.0039505
2100	0.00491814
2500	0.00570098
2900	0.0066103
3300	0.00754408
3700	0.00836486
4100	0.00933028
4500	0.0103795
4900	0.0111537
5300	0.0120518
5700	0.0131688
6100	0.0138634
6500	0.0148343
6900	0.0157315
7300	0.0165802
7700	0.0174876
8100	0.022585
8500	0.0195221
8900	0.0202783
9300	0.0212613
9700	0.0222634
=======
1000	0.00666854
5000	0.0177354
9000	0.0406667
13000	0.0442768
17000	0.057682
21000	0.0717059
25000	0.080262
29000	0.100099
33000	0.113721
37000	0.122637
41000	0.134127
45000	0.147303
49000	0.158992
53000	0.175849
57000	0.187201
61000	0.208036
65000	0.204911
69000	0.230155
73000	0.236942
77000	0.248759
81000	0.274821
85000	0.28451
89000	0.291249
93000	0.300512
97000	0.323287
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
