<<<<<<< HEAD
100	0.00420356
500	0.0317405
900	0.0668037
1300	0.10707
1700	0.14192
2100	0.192329
2500	0.230338
2900	0.27451
3300	0.320645
3700	0.365914
4100	0.50478
4500	0.456597
4900	0.501816
5300	0.565313
5700	0.603221
6100	0.676019
6500	0.712847
6900	0.766451
7300	0.810904
7700	0.881394
8100	0.912193
8500	0.975663
8900	1.01715
9300	1.08195
9700	1.13772
=======
1000	0.095991
5000	0.662377
9000	1.29861
13000	2.02027
17000	2.76412
21000	3.66439
25000	4.41551
29000	5.01886
33000	6.29105
37000	6.96835
41000	9.14281
45000	8.67135
49000	9.56399
53000	10.3443
57000	11.0318
61000	11.8283
65000	13.1341
69000	13.8727
73000	14.6241
77000	15.5233
81000	16.72
85000	18.5875
89000	18.6725
93000	19.2032
97000	20.6761
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
