<<<<<<< HEAD
100	0.0162876
500	0.103193
900	0.123524
1300	0.157263
1700	0.210796
2100	0.267568
2500	0.330646
2900	0.378828
3300	0.446744
3700	0.514835
4100	0.580718
4500	0.642324
4900	0.692308
5300	0.753784
5700	0.831542
6100	0.898919
6500	0.9525
6900	1.01709
7300	1.09675
7700	1.14181
8100	1.21595
8500	1.29662
8900	1.34613
9300	1.41676
9700	1.4988
=======
1000	0.264382
5000	1.00016
9000	1.86573
13000	2.74798
17000	3.73789
21000	4.58026
25000	5.83884
29000	6.64887
33000	7.62249
37000	8.58659
41000	9.7444
45000	10.5888
49000	11.7461
53000	12.9247
57000	13.9608
61000	14.7503
65000	15.9662
69000	16.8423
73000	17.8703
77000	19.0607
81000	20.1566
85000	21.2422
89000	22.388
93000	23.2734
97000	24.8131
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
