<<<<<<< HEAD
100	0.00823012
500	0.0626213
900	0.105784
1300	0.105115
1700	0.139814
2100	0.190504
2500	0.22759
2900	0.268942
3300	0.317558
3700	0.362325
4100	0.502988
4500	0.457089
4900	0.517453
5300	0.561371
5700	0.601885
6100	0.669221
6500	0.710105
6900	0.766583
7300	0.811353
7700	0.877919
8100	0.912469
8500	0.975763
8900	1.0179
9300	1.08327
9700	1.13751
=======
1000	0.381354
5000	0.796395
9000	1.26964
13000	1.97213
17000	2.73044
21000	3.80023
25000	4.33199
29000	5.14749
33000	6.46338
37000	7.00656
41000	9.22687
45000	8.61302
49000	9.46529
53000	10.2105
57000	10.9768
61000	11.834
65000	12.9093
69000	13.689
73000	14.4422
77000	15.4112
81000	16.5607
85000	18.562
89000	18.543
93000	19.2108
97000	20.493
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
