<<<<<<< HEAD
100	0.00056166
500	0.00230838
900	0.00415988
1300	0.00594586
1700	0.008645
2100	0.00975852
2500	0.0126209
2900	0.0155758
3300	0.0178108
3700	0.0198086
4100	0.0247002
4500	0.0107794
4900	0.011203
5300	0.0119782
5700	0.0129102
6100	0.0137717
6500	0.0147938
6900	0.0155835
7300	0.0165063
7700	0.0174162
8100	0.0207581
8500	0.0194868
8900	0.0201355
9300	0.0212054
9700	0.0220803
=======
1000	0.0154772
5000	0.0706195
9000	0.123863
13000	0.171017
17000	0.130836
21000	0.107825
25000	0.0963861
29000	0.0968432
33000	0.105163
37000	0.114962
41000	0.136074
45000	0.146707
49000	0.157327
53000	0.177013
57000	0.186396
61000	0.202677
65000	0.208119
69000	0.224191
73000	0.248263
77000	0.245871
81000	0.267931
85000	0.272042
89000	0.290099
93000	0.299158
97000	0.330713
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
