100000000	0.003058
118000000	0.00142
136000000	0.001808
154000000	0.001628
172000000	0.001601
190000000	0.001738
208000000	0.00143
226000000	0.001531
244000000	0.001553
262000000	0.001493
280000000	0.001392
298000000	0.001395
316000000	0.001554
334000000	0.001487
352000000	0.001392
370000000	0.00157
388000000	0.001528
406000000	0.001472
424000000	0.001362
442000000	0.001556
460000000	0.001555
478000000	0.00236
496000000	0.001974
514000000	0.002582
532000000	0.00216
550000000	0.00236
568000000	0.002167
586000000	0.002281
604000000	0.002271
622000000	0.002349
640000000	0.002389
658000000	0.002235
676000000	0.002353
694000000	0.002441
712000000	0.002136
730000000	0.002311
748000000	0.002447
766000000	0.002197
784000000	0.002116
802000000	0.002281
820000000	0.002129
838000000	0.00245
856000000	0.002385
874000000	0.002138
892000000	0.002551
910000000	0.002016
928000000	0.002222
946000000	0.002147
964000000	0.002131
982000000	0.002212
1000000000	0.002453
