100000000	0.000444
118000000	3e-05
136000000	2.1e-05
154000000	2.1e-05
172000000	2e-05
190000000	2.1e-05
208000000	2e-05
226000000	2.1e-05
244000000	2.1e-05
262000000	2.2e-05
280000000	2e-05
298000000	2e-05
316000000	2.1e-05
334000000	2e-05
352000000	2e-05
370000000	2e-05
388000000	2e-05
406000000	2.1e-05
424000000	2e-05
442000000	2e-05
460000000	2.1e-05
478000000	2.1e-05
496000000	2.1e-05
514000000	2.4e-05
532000000	2.5e-05
550000000	2.8e-05
568000000	2.5e-05
586000000	3.1e-05
604000000	2.2e-05
622000000	3.1e-05
640000000	2.9e-05
658000000	2.9e-05
676000000	3.1e-05
694000000	3.3e-05
712000000	3e-05
730000000	3.1e-05
748000000	3.4e-05
766000000	3e-05
784000000	3.2e-05
802000000	3.2e-05
820000000	3.1e-05
838000000	3.1e-05
856000000	3.3e-05
874000000	3.5e-05
892000000	3.1e-05
910000000	3.3e-05
928000000	3.1e-05
946000000	3.3e-05
964000000	3.3e-05
982000000	3.2e-05
1000000000	3.4e-05
