<<<<<<< HEAD
100	0.0042068
500	0.03223
900	0.067544
1300	0.106689
1700	0.141276
2100	0.192381
2500	0.229147
2900	0.272141
3300	0.321033
3700	0.363769
4100	0.50232
4500	0.457047
4900	0.503114
5300	0.563486
5700	0.60426
6100	0.678342
6500	0.711041
6900	0.764502
7300	0.810668
7700	0.872863
8100	0.911188
8500	0.97657
8900	1.01905
9300	1.09998
9700	1.13977
=======
1000	0.0969851
5000	0.663038
9000	1.30613
13000	2.02249
17000	2.74924
21000	3.70226
25000	4.33121
29000	5.05948
33000	6.41031
37000	7.00759
41000	9.42644
45000	8.76842
49000	9.93516
53000	10.6227
57000	11.0991
61000	11.8123
65000	12.9476
69000	13.8585
73000	14.6665
77000	15.6073
81000	16.7121
85000	18.4569
89000	18.7001
93000	19.5116
97000	20.8834
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
