<<<<<<< HEAD
100	0.0002613
500	0.00118804
900	0.002092
1300	0.00300432
1700	0.00390818
2100	0.00485186
2500	0.00572846
2900	0.00665118
3300	0.00760956
3700	0.00849574
4100	0.00931666
4500	0.0103593
4900	0.0112313
5300	0.0120743
5700	0.0130622
6100	0.0139625
6500	0.0149243
6900	0.0159424
7300	0.0167712
7700	0.0176465
8100	0.0186209
8500	0.019467
8900	0.0204342
9300	0.0212801
9700	0.0224395
=======
1000	0.00589732
5000	0.017077
9000	0.0312711
13000	0.042907
17000	0.0553052
21000	0.0726303
25000	0.0830157
29000	0.0947179
33000	0.105614
37000	0.125984
41000	0.133632
45000	0.14608
49000	0.164804
53000	0.167489
57000	0.180524
61000	0.202245
65000	0.214113
69000	0.224562
73000	0.244785
77000	0.252963
81000	0.263923
85000	0.279238
89000	0.293619
93000	0.304514
97000	0.311575
>>>>>>> 897a5cc9df88212c7498fc00524caf98f8533e2f
